p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
RBP4 0 2.61163677280676 1 0.667 0 0 RBP4
FSHB 0 2.52686604884243 1 1 0 0 FSHB
PEG10 0 1.72541297855785 1 1 0 0 PEG10
MKX 0 1.5291999493706 0.966 0.259 0 0 MKX
BRINP3 0 1.36864908369193 0.931 0.141 0 0 BRINP3
XIST 0 1.22114194477298 0.904 0.152 0 0 XIST
SFRP1 0 1.03321972018593 0.84 0.149 0 0 SFRP1
GAD1 2.78035587938979e-307 0.816009508026084 0.715 0.073 7.36571879567943e-303 0 GAD1
CITED1 5.94642600738241e-303 1.78562664223247 1 0.975 1.57532717787575e-298 0 CITED1
GNAS 2.86802826906345e-300 0.940145223904398 1 1 7.59798049040289e-296 0 GNAS
PCSK1N 3.62354428432038e-300 1.54363573585032 1 1 9.59949351802154e-296 0 PCSK1N
CGA 2.23865893179551e-294 -2.41263801305479 0.904 0.999 5.93065524211267e-290 0 CGA
TMSB4X 1.56333203432749e-292 -1.80293796364017 1 1 4.14157922534039e-288 0 TMSB4X
GDI1 4.80698743909114e-292 1.39706854549878 1 0.98 1.27346711236403e-287 0 GDI1
TMSB4XP4 1.53361348959415e-287 -1.76592349513911 0.992 1 4.06284885663281e-283 0 TMSB4XP4
SPARCL1 4.25712216577467e-286 -2.09870774904033 0.938 0.998 1.12779680415703e-281 0 SPARCL1
TSPAN7 1.66724975902831e-285 1.58948552685639 1 0.866 4.41687806161779e-281 0 TSPAN7
MIR7-3HG 4.20964660987362e-285 1.40568295607367 1 0.998 1.11521957988772e-280 0 MIR7-3HG
CHGB 2.10516696462605e-284 -1.19342406268872 1 1 5.57700832268734e-280 0 CHGB
UBB 1.63722397784564e-282 1.26916057707683 1 1 4.33733376210867e-278 0 UBB
RPS29 7.2179584254954e-281 -1.34861182801211 1 1 1.91218154608224e-276 0 RPS29
RPS27 6.28767349187032e-280 -1.35272130781372 1 1 1.66573046146629e-275 0 RPS27
GLUL 3.07269904235071e-275 1.38366747065734 1 0.974 8.14019430299549e-271 0 GLUL
MDK 4.54143322536692e-275 -1.54412843229404 0.946 0.999 1.2031164900642e-270 0 MDK
