p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
PLD3 5.85431301962985e-233 0.716374431995725 1 1 1.55092460516034e-228 0 PLD3
CHGB 2.77067516489403e-232 0.610093922402415 1 1 7.34007264683726e-228 0 CHGB
MT-ND5 8.86315100947814e-194 0.576428762992385 1 1 2.34802596543095e-189 0 MT-ND5
DBI 2.66517557204947e-187 -1.08782973404305 0.989 0.999 7.06058312547346e-183 0 DBI
TMEM130 3.81124426399215e-180 0.555654542215781 1 1 1.0096748304168e-175 0 TMEM130
SCG5 1.54025200954097e-176 0.446239966648309 1 1 4.08043562367595e-172 0 SCG5
RAMP1 5.41587264701117e-173 0.774253213692115 0.999 0.873 1.4347729816462e-168 0 RAMP1
CGA 1.30993729946125e-172 0.881134460218492 1 0.974 3.47028589373275e-168 0 CGA
GPX3 4.25525123178287e-166 0.691034012961878 1 0.968 1.12730115632392e-161 0 GPX3
MT-ND4 6.77887869627046e-165 0.345233447302728 1 1 1.79586054421597e-160 0 MT-ND4
SPINT2 3.48246563306847e-159 0.430394360966994 1 1 9.22574795512499e-155 0 SPINT2
LY6H 3.31117766536889e-155 0.628454242792807 0.999 0.974 8.77197187109526e-151 0 LY6H
VGF 1.66599338294106e-141 0.759653688765404 0.947 0.648 4.41354967008745e-137 0 VGF
SPARCL1 1.71895523482902e-139 0.638423146107736 1 0.982 4.55385620810903e-135 0 SPARCL1
ELAPOR1 7.10592588955049e-130 0.489884356965673 1 0.997 1.88250188665972e-125 0 ELAPOR1
TUSC3 1.14383840684841e-127 0.536031012262763 0.998 0.974 3.0302567074228e-123 0 TUSC3
AMIGO2 1.30305543703323e-126 0.611603143655011 0.988 0.83 3.45205446378844e-122 0 AMIGO2
PCOLCE2 8.54159010889595e-122 0.568855282526252 0.991 0.915 2.26283805164871e-117 0 PCOLCE2
SERPINF1 8.9008226796209e-120 0.534451381206882 0.993 0.942 2.35800594428517e-115 0 SERPINF1
GRP 3.47187773734346e-119 0.577891169286244 0.851 0.487 9.19769850177028e-115 0 GRP
CHGA 5.78516205650975e-119 0.411927737829216 1 1 1.53260513201056e-114 0 CHGA
MDK 2.35767973955287e-118 0.563466070005731 1 0.985 6.24596516602346e-114 0 MDK
RPS28 9.80465622102658e-117 -0.482114976378026 1 1 2.59744952607436e-112 0 RPS28
LGALS3BP 5.51564029260856e-115 0.485480768347003 0.997 0.986 1.46120342631786e-110 0 LGALS3BP
LAMP5 1.65421216061012e-112 0.600773074237028 0.981 0.791 4.38233885588834e-108 0 LAMP5
FKBP2 7.0063093375061e-112 0.403313891557688 1 1 1.85611146969212e-107 0 FKBP2
CPE 2.76360168496473e-111 0.389847695270637 1 1 7.32133358380855e-107 0 CPE
FOLR1 1.66440033271139e-109 0.535414070629528 0.911 0.627 4.409329361419e-105 0 FOLR1
SCG2 2.67836145197862e-107 0.426294053988165 1 0.999 7.09551515858175e-103 0 SCG2
TMEM190 3.39310755798965e-107 0.563046964957136 0.975 0.684 8.98902054262618e-103 0 TMEM190
CTSB 6.50399751084707e-105 0.444114069359611 0.997 0.993 1.72303902057361e-100 0 CTSB
UBC 1.78764412167124e-102 0.339956222026289 1 1 4.73582680713146e-98 0 UBC
