p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
PLD3 2.49771272645743e-252 0.726547931679816 1 1 6.61694055493103e-248 0 PLD3
CHGB 2.8100487529156e-245 0.615719965428514 1 1 7.44438115622401e-241 0 CHGB
MT-ND5 1.82230304124709e-218 0.594566731613978 1 1 4.82764521687179e-214 0 MT-ND5
DBI 2.65897673826883e-215 -1.11540254924963 0.99 0.999 7.04416117502179e-211 0 DBI
TMEM130 5.74932934022219e-198 0.565772007696964 1 1 1.52311232881166e-193 0 TMEM130
RAMP1 3.11188540133024e-190 0.794771803053841 0.999 0.865 8.24400680520407e-186 0 RAMP1
CGA 3.99145450521323e-180 0.875078593787201 1 0.972 1.05741612752109e-175 0 CGA
SCG5 3.52030840368531e-176 0.43516098293868 1 1 9.32600102304313e-172 0 SCG5
GPX3 7.36720495191891e-174 0.686487536009629 0.999 0.966 1.95171993586236e-169 0 GPX3
LY6H 3.35401872834288e-173 0.64684648557017 0.999 0.972 8.88546641512595e-169 0 LY6H
MT-ND4 1.15089372018516e-172 0.341531169260326 1 1 3.04894764351454e-168 0 MT-ND4
SPINT2 3.66542093300334e-160 0.419934868652311 1 1 9.71043313571245e-156 0 SPINT2
SPARCL1 1.03626279853526e-158 0.67284479211261 1 0.98 2.74526740587961e-154 0 SPARCL1
ELAPOR1 1.42141061553237e-144 0.49986090609744 1 0.997 3.76560100266836e-140 0 ELAPOR1
AMIGO2 3.24362682767723e-141 0.625541004570451 0.983 0.822 8.59301619188252e-137 0 AMIGO2
VGF 1.17978537174594e-139 0.734057328516919 0.931 0.637 3.12548740682936e-135 0 VGF
PCOLCE2 3.18569785040553e-136 0.587622617713243 0.99 0.91 8.43955074529433e-132 0 PCOLCE2
TUSC3 3.68604956514708e-132 0.532035083132139 0.998 0.972 9.76508250798764e-128 0 TUSC3
LGALS3BP 4.86780576170022e-131 0.504528336634747 0.997 0.985 1.28957910238962e-126 0 LGALS3BP
LAMP5 2.12010447469008e-129 0.621011990234461 0.984 0.777 5.61658077434896e-125 0 LAMP5
CHGA 1.77701104426999e-128 0.411081825314364 1 1 4.70765765848006e-124 0 CHGA
MDK 6.43900063590808e-128 0.571214098075894 1 0.984 1.70582004846477e-123 0 MDK
TMEM190 3.1827470682649e-127 0.597672015315 0.974 0.666 8.43173353324737e-123 0 TMEM190
FKBP2 4.82763784353677e-127 0.420650737346566 1 1 1.27893781750976e-122 0 FKBP2
FOLR1 3.66383565183053e-119 0.538176412485233 0.904 0.613 9.70623340882944e-115 0 FOLR1
SERPINF1 4.89533913004691e-118 0.511176394920735 0.993 0.939 1.29687324233203e-113 0 SERPINF1
GRP 3.73256909904594e-116 0.551215442177689 0.829 0.475 9.88832205719251e-112 0 GRP
CTSB 1.70635947424867e-111 0.443724808450725 0.996 0.993 4.52048751917959e-107 0 CTSB
SEZ6L 5.11560219696275e-111 0.490824758418635 0.998 0.976 1.35522533401937e-106 0 SEZ6L
SCG2 1.52195853211553e-110 0.421226612010073 1 0.999 4.03197254328046e-106 0 SCG2
GLUL 4.35698639014177e-110 -0.826292661374068 0.972 0.983 1.15425283447636e-105 0 GLUL
CPE 4.45665667475283e-110 0.378408615910711 1 1 1.18065748627552e-105 0 CPE
UBC 5.91455096072825e-109 0.341160983235307 1 1 1.56688284051613e-104 0 UBC
ATP1B2 1.30140737440123e-108 0.504119977045109 0.995 0.919 3.44768841626373e-104 0 ATP1B2
EPCAM 5.82997702239355e-107 0.415232736869437 1 0.997 1.5444775127725e-102 0 EPCAM
PDE4D 9.08076061417078e-107 0.62133533023061 0.986 0.921 2.40567510190612e-102 0 PDE4D
RPS4X 3.08940583266013e-106 -0.367054756835735 1 1 8.18445393188322e-102 0 RPS4X
RPS28 1.59292423656723e-105 -0.449654490046017 1 1 4.21997488751392e-101 0 RPS28
CNTN1 1.70767242541044e-105 0.45438278068418 1 0.99 4.52396578939733e-101 0 CNTN1
ABHD14A 2.73717645465141e-101 0.477272159235365 0.987 0.926 7.25132786366251e-97 0 ABHD14A
CALY 1.24925869817268e-100 0.448521176743369 0.992 0.964 3.30953614319905e-96 0 CALY
PTPRN 5.70784787462541e-97 0.406758347414494 0.998 0.993 1.51212305894576e-92 0 PTPRN
SERPINI1 1.84337302341461e-95 0.527023134570157 0.974 0.803 4.88346381362999e-91 0 SERPINI1
SEMA3E 9.77982601580844e-95 0.543608100890364 0.999 0.879 2.59087150810797e-90 0 SEMA3E
CDHR1 1.47668063349327e-94 0.470284450912469 0.807 0.501 3.91202233425036e-90 0 CDHR1
MKX 2.77507609190996e-94 -0.818589740234648 0.169 0.501 7.35173158268787e-90 0 MKX
DIO2 1.19212962001701e-93 -0.807335111654995 0.537 0.765 3.15818978934907e-89 0 DIO2
MUC5B 9.35365161920789e-93 0.467708043891645 0.863 0.565 2.47796938696055e-88 0 MUC5B
PRLHR 9.97532805439306e-93 0.452608586942129 0.887 0.615 2.64266390816981e-88 0 PRLHR
RPL36A 4.91267079169957e-90 -0.45485723874179 0.999 1 1.30146474613705e-85 0 RPL36A
ATRNL1 4.94817659458639e-89 0.481452748231442 0.968 0.829 1.31087094343783e-84 0 ATRNL1
GRIA2 5.61295969575852e-89 0.4774636942846 0.942 0.724 1.48698528260035e-84 0 GRIA2
TSPAN1 1.22143206621852e-87 0.46806230674028 0.964 0.873 3.23581782982611e-83 0 TSPAN1
BSCL2 1.62160834816899e-87 0.337568031358388 1 1 4.29596483596928e-83 0 BSCL2
CD164 1.66475782865197e-87 0.410455929572772 0.998 0.97 4.4102764396648e-83 0 CD164
ITM2B 6.65586112637381e-87 0.280696370151092 1 1 1.76327072959895e-82 0 ITM2B
PLEKHA7 2.27203783023718e-86 -0.426329114529738 0.999 1 6.01908261986433e-82 0 PLEKHA7
RBP1 2.550503710522e-86 0.370820930087502 1 0.999 6.75679442991489e-82 0 RBP1
SDC4 5.23894456424266e-86 0.471988599071572 0.972 0.863 1.38790119395916e-81 0 SDC4
FGFR1 9.53184946045274e-86 0.443120970990989 0.996 0.946 2.52517755906314e-81 0 FGFR1
CTSV 2.65975508027421e-85 0.435106431371728 0.832 0.502 7.04622315866244e-81 0 CTSV
IDH1 4.11532717298546e-84 0.331377219197532 1 1 1.09023247466731e-79 0 IDH1
EDIL3 1.62739615544174e-82 0.4530491035656 0.969 0.726 4.31129789499625e-78 0 EDIL3
GABRB3 1.40790062618186e-79 0.419220934327529 0.984 0.886 3.72981033888099e-75 0 GABRB3
EMC10 4.64024416929497e-79 0.376152028599552 0.996 0.982 1.22929348532962e-74 0 EMC10
KCNA5 8.37371716794054e-79 0.41081770952399 0.985 0.927 2.21836515213081e-74 0 KCNA5
HLA-C 9.96137673440831e-79 0.392440126226858 1 0.979 2.63896792447945e-74 0 HLA-C
OOEP 5.8257599508699e-78 -0.375465014660905 1 1 1.54336032618445e-73 0 OOEP
CLU 6.71508914212995e-77 0.298569686055512 1 1 1.77896141553307e-72 0 CLU
CHID1 8.88531025828223e-77 0.407053583447031 0.991 0.938 2.35389639362413e-72 0 CHID1
MT-RNR2 2.13923579560001e-76 0.291813483182374 1 1 5.66726346970355e-72 0 MT-RNR2
ZNF804A 7.09452702221054e-75 0.440574898770414 0.829 0.549 1.87948209872402e-70 0 ZNF804A
MIR7-3HG 6.34305490804167e-73 -0.743056096985976 0.997 0.999 1.6804021062384e-68 0 MIR7-3HG
RNASEK 2.04850283639135e-72 0.272156581219628 1 1 5.42689371416796e-68 0 RNASEK
MT-ND6 7.78682060760292e-72 0.382399369710393 0.999 0.993 2.06288451536616e-67 0 MT-ND6
AKAP13 3.30864988915432e-70 0.389912206961897 0.933 0.763 8.76527528634762e-66 0 AKAP13
SCG3 4.03838889317048e-70 0.331339552265567 1 0.999 1.06984998557872e-65 0 SCG3
PNMT 2.33879213444846e-69 0.392350020673937 0.953 0.715 6.19592812258085e-65 0 PNMT
TUBA1A 5.65740163403823e-69 0.319718883858108 1 0.997 1.49875884088941e-64 0 TUBA1A
