p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
CGA 0 2.20064632803751 1 0.919 0 0 CGA
SPARCL1 0 2.11379190601119 1 0.943 0 0 SPARCL1
TMSB4X 0 1.79635844225362 1 1 0 0 TMSB4X
SEMA3E 0 1.79023270661508 0.998 0.655 0 0 SEMA3E
RAMP1 0 1.7834167794948 0.992 0.635 0 0 RAMP1
TMSB4XP4 0 1.76038161054552 1 0.992 0 0 TMSB4XP4
RPS4Y1 0 1.56836350736328 0.986 0.491 0 0 RPS4Y1
RPL21 0 1.49195545083849 1 0.999 0 0 RPL21
MDK 0 1.48266758560074 1 0.956 0 0 MDK
RPS12 0 1.46103878401819 1 1 0 0 RPS12
TMEM190 0 1.34753228142348 0.943 0.19 0 0 TMEM190
RPS27 0 1.33430671416616 1 1 0 0 RPS27
RPS29 0 1.3310668357141 1 1 0 0 RPS29
RPLP0 0 1.19897254048912 1 0.995 0 0 RPLP0
RPL30 0 1.0857091603794 1 1 0 0 RPL30
GNAS 0 -0.90788232289545 1 1 0 0 GNAS
FSTL5 0 -0.91997114886563 0.098 0.77 0 0 FSTL5
SFRP1 0 -0.996491521151735 0.12 0.799 0 0 SFRP1
MEIS2 0 -1.18685645091306 0.269 0.899 0 0 MEIS2
UBB 0 -1.2829758072945 1 1 0 0 UBB
ITM2C 0 -1.30347028117045 0.918 1 0 0 ITM2C
XIST 0 -1.30940755179874 0.105 0.911 0 0 XIST
GDI1 0 -1.34564252628376 0.979 1 0 0 GDI1
BRINP3 0 -1.37824019582439 0.1 0.911 0 0 BRINP3
CCND2 0 -1.40879533800883 0.537 0.992 0 0 CCND2
GLUL 0 -1.42748987493519 0.973 1 0 0 GLUL
DIO2 0 -1.42800104961599 0.598 0.988 0 0 DIO2
FXYD6 0 -1.44045534812657 0.74 0.997 0 0 FXYD6
H1-2 0 -1.46201136445384 0.775 0.997 0 0 H1-2
MIR7-3HG 0 -1.47010101711726 0.998 1 0 0 MIR7-3HG
MKX 0 -1.56737044180108 0.218 0.964 0 0 MKX
PCSK1N 0 -1.60031842627889 1 1 0 0 PCSK1N
TSPAN7 0 -1.61207099022632 0.858 1 0 0 TSPAN7
PEG10 0 -1.72641140650887 1 1 0 0 PEG10
CITED1 0 -1.75638120110154 0.974 1 0 0 CITED1
FSHB 0 -2.5404226035163 1 1 0 0 FSHB
RBP4 0 -2.71652694783246 0.647 1 0 0 RBP4
LAMP5 7.88961143597455e-308 1.36861647340238 0.979 0.404 2.09011586161838e-303 0 LAMP5
RPL13A 1.84731368887051e-307 1.11210338918572 1 1 4.89390342455575e-303 0 RPL13A
HSP90AA1 1.59970892446165e-306 -0.923213233105572 1 1 4.23794888268379e-302 0 HSP90AA1
RPS27A 9.44475228814938e-306 1.06335698806149 1 1 2.50210377617653e-301 0 RPS27A
CHGB 2.30311693051827e-304 1.05635640192757 1 1 6.101417372329e-300 0 CHGB
IGFBP5 2.60732218141078e-304 1.43340223487052 0.999 0.827 6.90731792299344e-300 0 IGFBP5
RORB 1.11938691094213e-301 -0.706695725531834 0.052 0.636 2.96547980446789e-297 0 RORB
RPS21 2.68675550928627e-300 1.12276421206043 1 0.995 7.11775269520117e-296 0 RPS21
GAD1 3.6862221288708e-298 -0.754249192845146 0.056 0.64 9.76553966380451e-294 0 GAD1
NECAB1 2.13090720475878e-297 -1.30321734275075 0.916 0.997 5.64519936684696e-293 0 NECAB1
RPL37A 2.43135847668859e-296 1.00008045490932 1 1 6.4411548764434e-292 0 RPL37A
EDIL3 2.90967584421155e-296 1.29483083707701 0.954 0.317 7.70831324648523e-292 0 EDIL3
IGSF1 1.36143183863529e-295 -1.17577900172551 0.994 1 3.6067052269126e-291 0 IGSF1
RPLP1 4.70573861210363e-295 0.901252339856866 1 1 1.24664427311849e-290 0 RPLP1
KCNK1 2.08049150683888e-294 -1.14976309278639 0.351 0.925 5.51163809991756e-290 0 KCNK1
TSPAN33 2.74869598343952e-292 -1.28090868588483 0.89 0.999 7.28184539932798e-288 0 TSPAN33
MT-ND5 2.76961353009702e-290 1.01985797084857 1 1 7.33726016393301e-286 0 MT-ND5
RPL7 1.41730748287318e-289 1.10304216162218 1 1 3.75473098362763e-285 0 RPL7
RPS8 6.42642787661827e-287 0.955264742632215 1 1 1.70248927307371e-282 0 RPS8
NNAT 3.07328135077581e-286 -1.04783084933631 0.995 1 8.14173695447527e-282 0 NNAT
RPS15A 1.73918603968555e-284 1.29746331404134 1 0.991 4.60745165633495e-280 0 RPS15A
HS6ST3 2.04185040592436e-284 -0.784615242791606 0.096 0.701 5.40927009537482e-280 0 HS6ST3
RPL17-C18orf32 1.16644726696159e-283 1.12098216682636 1 0.999 3.09015209963465e-279 0 RPL17-C18orf32
RPS5 1.83232342880247e-283 1.24129739993283 1 0.987 4.85419122758349e-279 0 RPS5
RPS23 6.13184641806506e-283 1.1934225891729 1 0.999 1.6244487530738e-278 0 RPS23
SNHG31 1.03204403846911e-282 1.17786486893282 0.978 0.563 2.73409106671238e-278 0 SNHG31
PLD3 1.29960722138033e-282 1.11717761225918 1 1 3.44291945088078e-278 0 PLD3
KCNJ3 8.25284810909669e-281 -0.616261197747051 0.035 0.569 2.1863445210619e-276 0 KCNJ3
RPL31 3.17722718972554e-280 0.948866897843073 1 1 8.41711027102091e-276 0 RPL31
BEX1 4.05866133158588e-279 -0.98447278487199 1 1 1.07522055996373e-274 0 BEX1
PART1 1.06160061738077e-275 1.16086763924672 0.927 0.251 2.81239235556513e-271 0 PART1
RPL9 5.35534487215599e-274 0.881082671891813 1 1 1.41873796353157e-269 0 RPL9
COX7A1 5.84144728460096e-274 1.01067830283425 1 0.999 1.54751621463649e-269 0 COX7A1
RPLP0P2 7.48944602490997e-274 1.09479892983689 1 0.968 1.98410404091915e-269 0 RPLP0P2
IRS4 2.38812957304553e-273 -0.537582769173086 0.024 0.53 6.32663286491221e-269 0 IRS4
RPL21P16 7.4578813021525e-273 1.23753003972244 0.998 0.945 1.97574191456624e-268 0 RPL21P16
SERPINI1 3.87714284791286e-272 1.30133120641001 0.97 0.496 1.02713268326908e-267 0 SERPINI1
SCD 5.10575448875289e-272 1.18416704462428 0.95 0.34 1.35261647916042e-267 0 SCD
NLRP1 1.64649391819257e-270 -0.879232323984385 1 1 4.36189168807575e-266 0 NLRP1
SEZ6L 2.78624679803686e-269 1.13291464093529 0.997 0.937 7.38132501735924e-265 0 SEZ6L
PITX1 8.73943663104519e-269 -0.832339879806877 1 1 2.31525155229649e-264 0 PITX1
FAM107A 2.92616099888921e-265 -1.07520785150104 0.967 0.999 7.75198571825729e-261 0 FAM107A
RPLP2 2.93791213583232e-263 0.810545412912713 1 1 7.78311683024699e-259 0 RPLP2
MT-CYB 2.71540715808134e-261 -0.832115164625678 1 1 7.1936566431891e-257 0 MT-CYB
RPL17 3.27014392657894e-260 1.13680401989415 1 0.993 8.66326529029293e-256 0 RPL17
ADRA2A 4.24440434469013e-260 -1.2144546164276 0.727 0.987 1.12442759899531e-255 0 ADRA2A
ATP1B2 1.4555079247183e-257 1.12052766781787 0.992 0.787 3.85593159416372e-253 0 ATP1B2
FFAR4 1.70346752896067e-257 -0.619288743422082 0.057 0.588 4.51282617772261e-253 0 FFAR4
CIRBP 1.65574080976563e-256 0.748445881679975 1 1 4.3863885532311e-252 0 CIRBP
PCDH9 7.35647064623751e-256 -0.865306619907457 0.155 0.732 1.94887620360124e-251 0 PCDH9
RPL11 4.40460375885876e-255 0.883749230260348 1 1 1.16686762779686e-250 0 RPL11
PSAP 1.32791317191018e-254 -0.650459289822031 1 1 3.51790757502445e-250 0 PSAP
RPL12 4.17386539376619e-253 1.00916950893706 1 0.997 1.10574042011654e-248 0 RPL12
HLA-C 4.83498959453095e-252 1.00908364580962 1 0.939 1.28088544338314e-247 0 HLA-C
TCEAL3 1.1481766671235e-251 -1.09823959320588 0.95 0.996 3.04174962654356e-247 0 TCEAL3
RBFOX2 2.57507106317398e-251 0.978129109712334 1 1 6.82187826056051e-247 0 RBFOX2
RPL34 5.73067596493066e-250 0.905808983530568 1 1 1.51817067662943e-245 0 RPL34
KIZ-AS1 6.61599460362122e-249 1.13996450217839 0.998 0.957 1.75270929039133e-244 0 KIZ-AS1
RPL32 1.46473426625085e-247 0.905164343726935 1 0.999 3.88037401815176e-243 0 RPL32
EEF1A1 2.27713041303803e-247 0.674332926845994 1 1 6.03257389022036e-243 0 EEF1A1
FUNDC1 7.10936244531871e-246 -1.09585898139556 0.564 0.949 1.88341229901383e-241 0 FUNDC1
GPX3 1.15493327219516e-242 1.12621317693637 0.995 0.918 3.05964922469943e-238 0 GPX3
RPL27A 1.66560637453412e-242 0.905170084494845 1 1 4.41252440741579e-238 0 RPL27A
PNMT 2.63524688618468e-242 1.0079795331276 0.93 0.345 6.98129605088046e-238 0 PNMT
PAK3 4.69165899737746e-242 -1.04296328154299 0.955 0.997 1.24291430158524e-237 0 PAK3
ALDOA 1.72620969575489e-240 0.852226806928345 1 1 4.57307472599386e-236 0 ALDOA
MDGA2 1.58952729567578e-238 1.02142992663312 1 0.985 4.21097571170427e-234 0 MDGA2
SNHG8 2.31791238906632e-236 1.10405251173665 0.981 0.717 6.14061350111449e-232 0 SNHG8
NDUFA1 7.90336042985821e-236 -0.828910498256302 1 1 2.09375824507804e-231 0 NDUFA1
KCND2 4.61620075201493e-235 -0.629574988893217 0.056 0.553 1.22292390322379e-230 0 KCND2
LGALS2 1.27616790283928e-234 1.08167807945026 0.912 0.327 3.38082400820181e-230 0 LGALS2
MAP3K15 4.07344625078851e-234 -0.8022883257608 0.234 0.788 1.07913738075889e-229 0 MAP3K15
RPSA 9.31960387190137e-234 0.934189169079696 0.998 0.947 2.46894945774411e-229 0 RPSA
BMP5 4.15602906775038e-232 0.953968931619978 0.864 0.198 1.10101522062843e-227 0 BMP5
MT-ND4L 2.02683510597976e-230 0.745559384226247 1 1 5.36949156276157e-226 0 MT-ND4L
SMIM10L2A 3.72289400521944e-230 -1.06069947091007 0.569 0.939 9.86269079862734e-226 0 SMIM10L2A
STMN4 1.34758465903354e-229 -0.441065735900261 0.024 0.465 3.57002127871166e-225 0 STMN4
PDE4D 1.44380206652355e-228 1.35275728993137 0.984 0.803 3.82492043463418e-224 0 PDE4D
PNMA5 3.15414260352432e-228 -0.459823478329481 0.026 0.469 8.35595458525663e-224 0 PNMA5
RPS3A 5.13960109569607e-228 0.90962350191728 1 0.997 1.3615831222718e-223 0 RPS3A
GPR149 2.55449050618752e-227 -0.493607634828705 0.027 0.472 6.76735624899197e-223 0 GPR149
IFI44 3.37973654659874e-226 -1.08602273947749 0.787 0.982 8.95359805924939e-222 0 IFI44
NRP2 6.90164226990796e-224 -0.654544000341794 0.113 0.646 1.82838307014402e-219 0 NRP2
RPS20 3.26938243327322e-223 0.817180559907829 1 1 8.66124794222743e-219 0 RPS20
NR0B1 1.34836013867526e-222 -0.721469530889535 0.167 0.706 3.5720756793785e-218 0 NR0B1
SLC30A8 3.20630472213778e-222 -0.533737240461915 0.048 0.519 8.49414246988741e-218 0 SLC30A8
ACTG1 5.39683128325102e-222 0.556515458908488 1 1 1.42972854355886e-217 0 ACTG1
NR5A1 1.21157777882631e-220 -0.921851678483977 0.478 0.914 3.20971185166665e-216 0 NR5A1
RPS27AP5 1.59137439820437e-219 0.958910206258792 0.997 0.943 4.21586905572301e-215 0 RPS27AP5
STEAP1B 2.02400892225159e-219 0.653756504888501 1 1 5.36200443682892e-215 0 STEAP1B
TXNRD1 4.26214699558494e-218 0.851008587968124 1 0.999 1.12912798207036e-213 0 TXNRD1
RPL13AP25 5.52776796788675e-218 0.99227692603075 0.992 0.943 1.46441629005256e-213 0 RPL13AP25
H3-3B 6.49326239443978e-218 0.817895562102493 1 0.997 1.72019507353499e-213 0 H3-3B
RPS25 9.67367193258792e-217 0.890014570873749 0.999 0.995 2.56274916838119e-212 0 RPS25
RPS6 4.83785814942127e-216 0.772851155088316 1 1 1.28164538094468e-211 0 RPS6
RPS17 4.06623334772507e-215 0.808598479823307 1 1 1.07722653847933e-210 0 RPS17
NME1-NME2 6.13341481112342e-215 0.867757052512615 1 0.98 1.62486425176282e-210 0 NME1-NME2
PITX2 1.90879633878971e-212 0.932346986766536 0.904 0.306 5.05678326072169e-208 0 PITX2
IDS 9.64635257524426e-211 -0.772794006793082 1 1 2.55551172423371e-206 0 IDS
NBEAL1 2.16576703736939e-209 0.90079896154278 0.998 0.989 5.73755003539898e-205 0 NBEAL1
TSHZ2 1.63575299190397e-207 -0.639765001580901 0.112 0.62 4.33343682615199e-203 0 TSHZ2
RPS16 1.87577841218857e-206 0.816576113345449 1 1 4.96931216956997e-202 0 RPS16
RPL26 2.16593347006599e-206 0.950780828580709 1 1 5.73799094889883e-202 0 RPL26
PTN 2.34287938686995e-206 -1.03184773711708 0.767 0.973 6.20675607169587e-202 0 PTN
PEBP4 7.93914556566412e-206 -0.914865678336693 0.528 0.919 2.10323844325574e-201 0 PEBP4
DDX3Y 8.01426863274134e-206 0.817726400723816 0.814 0.158 2.12314004618583e-201 0 DDX3Y
TMEM9 1.21285080145703e-205 0.923795879243871 0.988 0.826 3.21308434321996e-201 0 TMEM9
HTRA1 2.47011924812451e-204 -0.907341283658958 0.69 0.97 6.54383991213144e-200 0 HTRA1
UBA1 4.2128341780077e-204 -0.9302530687139 0.94 0.992 1.1160640304378e-199 0 UBA1
CD99 2.97966554254524e-203 0.905653544349955 0.894 0.321 7.89372995531085e-199 0 CD99
RPS11 1.07301735410964e-201 0.700817929257597 1 1 2.84263757450725e-197 0 RPS11
FKBP5 2.33010489975984e-201 0.796854382676285 1 0.987 6.17291390044378e-197 0 FKBP5
GABRG2 3.85889152758362e-201 -0.471279446811028 0.053 0.496 1.02229754348745e-196 0 GABRG2
MIDN 8.12670764563096e-201 -0.909207622703983 0.905 0.995 2.15292738948055e-196 0 MIDN
ENO2 5.20255945685693e-198 -0.806240312002797 0.99 0.999 1.37826205131054e-193 0 ENO2
ENO1 6.01065146578424e-198 1.2390773433284 0.998 0.987 1.59234178631556e-193 0 ENO1
C2orf80 7.49101289123912e-198 -1.00154164175436 0.498 0.903 1.98451913514707e-193 0 C2orf80
ZFAS1 2.63302091515073e-197 1.07517564960184 0.986 0.846 6.9753990084173e-193 0 ZFAS1
MT-ATP6 8.08814472864421e-197 -0.523147114457608 1 1 2.14271130151242e-192 0 MT-ATP6
AMIGO2 2.33594128624524e-195 0.95864459008612 0.954 0.619 6.1883756555209e-191 0 AMIGO2
NXPH1 9.73220877890314e-194 -0.554396440504186 0.082 0.543 2.57825674970702e-189 0 NXPH1
RPL13 2.36156773072823e-193 0.691736398954388 1 1 6.25626523224523e-189 0 RPL13
SORCS3 4.89071636827619e-193 -0.500096310049678 0.058 0.499 1.29564858028373e-188 0 SORCS3
HLA-B 5.18398298483414e-193 -0.794886349324863 0.999 1 1.37334077234226e-188 0 HLA-B
VGF 8.6103158900047e-193 1.05948989666091 0.86 0.323 2.28104488558004e-188 0 VGF
ARHGAP36 4.90300880973867e-191 -0.690148483870546 0.179 0.678 1.29890509387597e-186 0 ARHGAP36
ZMYM3 6.20123929556954e-189 -0.924394829005128 0.639 0.945 1.64283231418228e-184 0 ZMYM3
ELL2 4.09550054345409e-188 -0.815254674649257 0.464 0.892 1.08498000397186e-183 0 ELL2
ATN1 4.72483296441111e-188 -0.858328295400314 0.877 0.98 1.25170274893179e-183 0 ATN1
SNRPN 1.4395615085568e-187 -0.598287891739551 1 1 3.81368634846866e-183 0 SNRPN
ATP5MC2 2.56760999922283e-187 0.795721068808747 1 0.984 6.80211240994113e-183 0 ATP5MC2
PGRMC1 1.66317396340953e-186 -0.812474315371876 0.955 0.997 4.40608046386454e-182 0 PGRMC1
RPS13 2.56357852928572e-186 0.829665862266225 1 0.997 6.79143223978374e-182 0 RPS13
USP9Y 2.0448187037628e-185 0.763133856157196 0.742 0.105 5.41713371000842e-181 0 USP9Y
RPS15 5.0346648295528e-185 0.652154916701249 1 1 1.33378340664513e-180 0 RPS15
KCNIP4 3.00932598772311e-184 -0.78531785411756 0.247 0.735 7.97230640667606e-180 0 KCNIP4
SLC22A17 9.47998700948224e-184 -0.565383638350245 1 1 2.51143815855204e-179 0 SLC22A17
RBP1 3.12058321588204e-183 0.74876989527296 1 0.997 8.26704905551469e-179 0 RBP1
RPL18A 2.0918458976711e-182 0.861416279233199 0.996 0.969 5.54171815211029e-178 0 RPL18A
