p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
CGA 0 0.73909968238108 0.783 0.552 0 0 CGA
MT-ND5 0 0.596396816711305 0.974 0.896 0 0 MT-ND5
PLD3 0 0.595242614761758 0.821 0.656 0 0 PLD3
CHGB 0 0.480316948037846 0.949 0.865 0 0 CHGB
MT-RNR2 0 0.427853281933677 1 1 0 0 MT-RNR2
MT-ND4 0 0.404842012032219 1 1 0 0 MT-ND4
MT-ND3 0 0.348699144200217 0.996 0.989 0 0 MT-ND3
MT-CO1 0 0.283169362433956 1 1 0 0 MT-CO1
MT-CO2 0 0.277587754207746 1 1 0 0 MT-CO2
DBI 0 -0.954298478265979 0.313 0.523 0 0 DBI
SPARCL1 8.4150840659908e-263 0.512626235548976 0.754 0.576 2.22932407076228e-258 0 SPARCL1
MT-RNR1 5.29453104021449e-250 0.256996658049435 0.995 0.981 1.40262716317362e-245 0 MT-RNR1
RAMP1 2.33614961294698e-229 0.671224548364991 0.459 0.294 6.18892755461913e-225 0 RAMP1
RBP4 2.29322740471152e-222 -1.29235614852106 0.075 0.219 6.07521804056175e-218 0 RBP4
FSHB 6.13963725147155e-202 -1.08087720710317 0.642 0.72 1.62651270065984e-197 0 FSHB
SCG5 2.48029603015722e-175 0.35986450325056 0.88 0.802 6.57080024309251e-171 0 SCG5
SPINT2 9.10682869827706e-172 0.374115948672185 0.86 0.782 2.41258105874756e-167 0 SPINT2
TMEM130 2.30133784915849e-165 0.466215027604242 0.668 0.541 6.09670422999067e-161 0 TMEM130
CHGA 2.61116326051328e-160 0.36597037565009 0.821 0.724 6.91749370975179e-156 0 CHGA
TMSB4X 1.28088456219305e-152 0.282927691827819 0.926 0.82 3.39331938216184e-148 0 TMSB4X
MDK 2.36773678662206e-150 0.465288679494512 0.604 0.467 6.27260829511917e-146 0 MDK
GPX3 2.46808931979425e-143 0.520490728649085 0.455 0.325 6.53846222599892e-139 0 GPX3
MT-ND6 3.58663185166066e-136 0.461463378018298 0.535 0.405 9.50170510141943e-132 0 MT-ND6
MIR7-3HG 2.20635527068585e-134 -0.597691190631336 0.457 0.579 5.84507638310094e-130 0 MIR7-3HG
RPS19 5.61017051813639e-134 -0.482798117896834 0.557 0.668 1.48624637366469e-129 0 RPS19
MT-ND4L 7.41247203522205e-128 0.324872568724689 0.798 0.705 1.96371209157103e-123 0 MT-ND4L
MALAT1 1.38920709146587e-127 -0.600777986946267 0.751 0.794 3.68028742671137e-123 0 MALAT1
ELAPOR1 5.06298654674203e-127 0.446731058173088 0.565 0.444 1.3412863959629e-122 0 ELAPOR1
VGF 1.62417038103533e-125 0.581187965594142 0.217 0.123 4.30275217343879e-121 0 VGF
CLU 1.72596342657336e-125 0.278093573443051 0.907 0.857 4.57242230967814e-121 0 CLU
LY6H 1.2759973414126e-112 0.486570411424437 0.418 0.302 3.38037215687026e-108 0 LY6H
RPS28 7.7236019127378e-109 -0.367063676802268 0.668 0.743 2.0461366187225e-104 0 RPS28
SEMA3E 3.43773830936313e-108 0.452952165960149 0.421 0.307 9.10725632916482e-104 0 SEMA3E
RPS24 3.02021871956377e-107 -0.399501911098953 0.66 0.737 8.00116343186833e-103 0 RPS24
RPS4X 1.30441210066403e-106 -0.331035520568359 0.738 0.81 3.45564853707915e-102 0 RPS4X
TMSB4XP4 2.39847169250178e-105 0.281697610645699 0.784 0.665 6.35403120777572e-101 0 TMSB4XP4
FKBP2 8.54126796373151e-104 0.359931890897327 0.708 0.618 2.26275270895175e-99 0 FKBP2
SERPINF1 3.69782166470328e-103 0.489850634060411 0.34 0.235 9.79626915413193e-99 0 SERPINF1
GLUL 9.35290995481526e-103 -0.618255408230726 0.217 0.327 2.47777290522966e-98 0 GLUL
RPS14 1.50673141054515e-102 -0.315582405453228 0.899 0.913 3.99163285281622e-98 0 RPS14
LAMP5 5.36595259545193e-102 0.501914458385578 0.277 0.18 1.42154816158712e-97 0 LAMP5
UBB 9.35548167165002e-102 -0.492005285717817 0.508 0.608 2.47845420445352e-97 0 UBB
RPL26 1.02985745288163e-94 -0.388133886936186 0.644 0.712 2.728298364174e-90 0 RPL26
DIO2 5.36797556384762e-92 -0.647446382956701 0.053 0.129 1.42208408637451e-87 0 DIO2
EPCAM 4.86612137918876e-86 0.373227787590868 0.542 0.441 1.28913287577469e-81 0 EPCAM
BSCL2 1.04451415225955e-83 0.29669964413386 0.736 0.659 2.76712689216599e-79 0 BSCL2
GRP 2.53423356654798e-83 0.456958258042707 0.133 0.071 6.7136915644989e-79 0 GRP
TMEM190 2.68539865703538e-83 0.453162037297414 0.231 0.15 7.11415812221813e-79 0 TMEM190
PCOLCE2 9.85894040223533e-82 0.447378381208791 0.305 0.214 2.61183049136018e-77 0 PCOLCE2
AMIGO2 6.42749277290228e-80 0.455858605791874 0.26 0.175 1.70277138539727e-75 0 AMIGO2
RPS6 1.26850986482626e-79 -0.302082755013805 0.823 0.846 3.36053633389773e-75 0 RPS6
RPS18 3.92844087856418e-79 -0.310378572738194 0.726 0.774 1.04072255754922e-74 0 RPS18
CPE 3.98599186346143e-79 0.309240364315127 0.673 0.587 1.0559689644682e-74 0 CPE
SEZ6L 6.4502876102406e-79 0.354409867710103 0.509 0.409 1.70881019370494e-74 0 SEZ6L
TUSC3 1.44164023612562e-78 0.39412375137465 0.395 0.297 3.819193313544e-74 0 TUSC3
CTSB 3.0573329503716e-78 0.373686725136336 0.463 0.365 8.09948645212444e-74 0 CTSB
NECAB1 1.65610996239236e-71 -0.588756582646714 0.15 0.233 4.38736651236983e-67 0 NECAB1
ENO1 3.12893022361495e-71 -0.401100341927195 0.396 0.491 8.28916194840072e-67 0 ENO1
SCG2 4.38326134919149e-70 0.327388723990888 0.574 0.486 1.16121359662781e-65 0 SCG2
MICOS10 6.44347925296441e-70 -0.275560417446238 0.797 0.829 1.70700652369533e-65 0 MICOS10
RNASEK 9.27933111885832e-69 0.254765531763129 0.754 0.686 2.45828040000795e-64 0 RNASEK
OOEP 3.22908008762702e-67 -0.313904289837816 0.576 0.652 8.55447896814149e-63 0 OOEP
SERPINI1 3.96468079291977e-67 0.420440246955306 0.275 0.196 1.05032323566031e-62 0 SERPINI1
LGALS3BP 4.15141812053641e-67 0.355987577155777 0.426 0.338 1.09979368849251e-62 0 LGALS3BP
FOLR1 8.22002314721657e-67 0.408754669232272 0.15 0.09 2.17764853216061e-62 0 FOLR1
CALY 3.19116813277498e-66 0.360472280223476 0.321 0.235 8.45404261734748e-62 0 CALY
ATP1B2 3.6001992336547e-66 0.380709427328191 0.366 0.28 9.53764780979804e-62 0 ATP1B2
RPS12 2.74451639109585e-65 -0.348302589855265 0.711 0.736 7.27077282329113e-61 0 RPS12
RPL32 9.25375076927866e-65 -0.300882288979138 0.748 0.784 2.4515036537973e-60 0 RPL32
RPL36A 9.78701687902841e-65 -0.351349868560058 0.403 0.494 2.59277651159221e-60 0 RPL36A
FN1 4.00868467598308e-62 -0.538676194576198 0.121 0.196 1.06198074436144e-57 0 FN1
RPL17-C18orf32 5.01805525504374e-62 -0.309491229960212 0.716 0.747 1.32938319816619e-57 0 RPL17-C18orf32
ABHD14A 5.30837817048256e-62 0.394628935093449 0.293 0.215 1.40629554492424e-57 0 ABHD14A
PITX1 2.3190446766422e-61 -0.333750653159032 0.501 0.588 6.14361315736053e-57 0 PITX1
CCND2 2.52519305317479e-61 -0.508270242199093 0.053 0.111 6.68974143647065e-57 0 CCND2
PLEKHA7 4.79425968345232e-61 -0.335479247897217 0.411 0.499 1.27009527534019e-56 0 PLEKHA7
RPS23 5.7632132096449e-61 -0.33896433124361 0.663 0.701 1.52679044349913e-56 0 RPS23
RPL35A 6.01550084867799e-60 -0.282916639734272 0.719 0.763 1.59362648483177e-55 0 RPL35A
RPL34 6.72245057571577e-60 -0.252573666688254 0.93 0.924 1.78091160651862e-55 0 RPL34
NDUFA1 3.97323260458865e-59 -0.332195038540381 0.494 0.577 1.05258878160763e-54 0 NDUFA1
RPL11 1.59676922217545e-58 -0.278135412830278 0.819 0.841 4.23016102338721e-54 0 RPL11
COL1A1 1.82786504505507e-58 -0.624005461349938 0.101 0.169 4.84238007735988e-54 0 COL1A1
MUC5B 1.98002158004611e-56 0.40707341810498 0.131 0.079 5.24547316985817e-52 0 MUC5B
CNTN1 2.29160328463075e-56 0.328664306401485 0.412 0.329 6.07091542164378e-52 0 CNTN1
CDHR1 1.41273310079886e-55 0.399015463855608 0.114 0.066 3.74261253063633e-51 0 CDHR1
CCN2 3.96826840680767e-55 -0.484814518957181 0.059 0.116 1.05127366633149e-50 0 CCN2
RPL36AL 7.11035796282291e-55 -0.35723460171357 0.248 0.334 1.88367603151105e-50 0 RPL36AL
EMC10 7.2562106868336e-54 0.329222424264898 0.379 0.3 1.92231533515596e-49 0 EMC10
EDIL3 3.20054892334039e-53 0.378913617579346 0.224 0.159 8.47889420771336e-49 0 EDIL3
RPL39 3.22033400207648e-53 -0.315540306037098 0.379 0.462 8.53130883830102e-49 0 RPL39
CD164 2.14697534033741e-52 0.371601406596698 0.353 0.278 5.68776707162186e-48 0 CD164
ZFAS1 3.71360617926328e-52 -0.387849140422103 0.218 0.297 9.83808549010427e-48 0 ZFAS1
RBP1 9.56600427636244e-52 0.287948109884388 0.577 0.504 2.53422585289394e-47 0 RBP1
FGFR1 1.01869001301512e-51 0.373545453392714 0.307 0.236 2.69871358247964e-47 0 FGFR1
CITED1 1.97633291043424e-51 -0.531956810713412 0.268 0.34 5.23570114632238e-47 0 CITED1
SCG3 6.56332802389046e-51 0.299963748427475 0.525 0.452 1.73875686008906e-46 0 SCG3
ADRA2A 1.410524138434e-50 -0.481588415144081 0.082 0.14 3.73676054753936e-46 0 ADRA2A
TSPAN1 1.56358570790974e-50 0.35627807383826 0.235 0.169 4.14225125739448e-46 0 TSPAN1
SEC11C 4.79605396912387e-49 0.300621350386517 0.475 0.398 1.2705706175003e-44 0 SEC11C
BNIP3 8.21447287684772e-49 -0.425615378606206 0.119 0.184 2.1761781545345e-44 0 BNIP3
