p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
PDE4D 0 1.1884029422077 0.378 0.173 0 0 PDE4D
CGA 0 1.16173269798656 0.768 0.433 0 0 CGA
RAMP1 0 0.915329170424294 0.437 0.218 0 0 RAMP1
SPARCL1 0 0.871620310773854 0.76 0.467 0 0 SPARCL1
PLD3 0 0.816580297615576 0.808 0.572 0 0 PLD3
SEMA3E 0 0.76423208395998 0.425 0.237 0 0 SEMA3E
MT-ND5 0 0.759837663280767 0.97 0.855 0 0 MT-ND5
MDK 0 0.74649072240405 0.605 0.387 0 0 MDK
CHGB 0 0.739686293357927 0.953 0.814 0 0 CHGB
TMEM190 0 0.717105440794337 0.232 0.102 0 0 TMEM190
GPX3 0 0.681223478216311 0.438 0.264 0 0 GPX3
SEZ6L 0 0.674111965076258 0.525 0.336 0 0 SEZ6L
ELAPOR1 0 0.621552496331157 0.557 0.381 0 0 ELAPOR1
MALAT1 0 0.613516991395614 0.842 0.736 0 0 MALAT1
TMEM130 0 0.549720271867808 0.648 0.486 0 0 TMEM130
SPINT2 0 0.425679827759186 0.85 0.746 0 0 SPINT2
TMSB4XP4 0 0.420834515178566 0.784 0.596 0 0 TMSB4XP4
MT-ND4L 0 0.420431369626499 0.791 0.657 0 0 MT-ND4L
TMSB4X 0 0.418064208586188 0.925 0.76 0 0 TMSB4X
SCG5 0 0.413671632756373 0.866 0.769 0 0 SCG5
MT-ND4 0 0.405040502499122 1 1 0 0 MT-ND4
MT-RNR2 0 0.303252429361058 1 1 0 0 MT-RNR2
MT-ND3 0 0.260537456870463 0.995 0.985 0 0 MT-ND3
UBB 0 -0.748866832398226 0.515 0.659 0 0 UBB
PEG10 0 -0.775809311311326 0.824 0.84 0 0 PEG10
MIR7-3HG 0 -0.866643580769338 0.471 0.637 0 0 MIR7-3HG
DIO2 0 -0.877977623552488 0.058 0.169 0 0 DIO2
GLUL 0 -0.893078326530181 0.221 0.388 0 0 GLUL
CITED1 0 -0.959711690774984 0.248 0.399 0 0 CITED1
MKX 0 -0.961661475910744 0.014 0.108 0 0 MKX
DBI 0 -1.05080532077658 0.364 0.598 0 0 DBI
FSHB 0 -1.53670147585738 0.639 0.768 0 0 FSHB
RBP4 0 -1.78045373296176 0.072 0.305 0 0 RBP4
LY6H 3.99941996567944e-307 0.627467128750788 0.404 0.248 1.0595263373078e-302 0 LY6H
VGF 9.9074956201902e-306 0.72424616026661 0.199 0.084 2.62469373970079e-301 0 VGF
ATP1B2 6.11252132792609e-301 0.629291534219143 0.373 0.224 1.61932915019418e-296 0 ATP1B2
FKBP2 2.53186181979618e-298 0.473729827484802 0.707 0.568 6.70740833300405e-294 0 FKBP2
SERPINI1 1.54289996720135e-288 0.687407096099687 0.277 0.147 4.08745059310983e-284 0 SERPINI1
TUSC3 3.99171006427648e-283 0.594324940361696 0.392 0.243 1.05748383022813e-278 0 TUSC3
CCND2 5.60078747431305e-280 -0.803354681596613 0.052 0.146 1.48376061769501e-275 0 CCND2
