p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
PDE4D 0 1.72015538243083 0.577 0.208 0 0 PDE4D
ZFPM2 0 1.45569595644861 0.369 0.119 0 0 ZFPM2
MALAT1 0 1.39716409160029 0.985 0.745 0 0 MALAT1
ROBO1 0 1.29953876282619 0.441 0.185 0 0 ROBO1
NRG1 0 1.24238488088366 0.479 0.209 0 0 NRG1
AGBL4 0 1.16084237155193 0.268 0.084 0 0 AGBL4
FAM155A 0 1.14706276417948 0.331 0.129 0 0 FAM155A
TRPM3 0 1.02418242082837 0.211 0.066 0 0 TRPM3
CDH12 0 1.01539716766629 0.355 0.165 0 0 CDH12
MACROD2 0 1.00019899022175 0.272 0.111 0 0 MACROD2
NLGN1 0 0.997466741914251 0.241 0.09 0 0 NLGN1
RORA 0 0.986020361942291 0.24 0.092 0 0 RORA
RIMS2 0 0.967644591148191 0.32 0.142 0 0 RIMS2
GRIP1 0 0.960277628951917 0.183 0.058 0 0 GRIP1
ZNF804A 0 0.947391296365056 0.187 0.061 0 0 ZNF804A
CGA 0 0.614515774613924 0.768 0.556 0 0 CGA
SPARCL1 0 0.553586747106386 0.772 0.573 0 0 SPARCL1
CHGB 0 0.508094094111576 0.961 0.863 0 0 CHGB
MT-ND5 0 0.401610419312529 0.966 0.898 0 0 MT-ND5
DCC 6.91239216322437e-282 0.916106170178632 0.18 0.064 1.8312309318814e-277 0 DCC
PLD3 1.01852482005e-281 0.503167321432002 0.816 0.657 2.69827595327646e-277 0 PLD3
GRID2 1.64112358746168e-281 0.87395707301285 0.21 0.082 4.34766460790348e-277 0 GRID2
ITPR2 6.6781419812694e-271 0.867093441675409 0.253 0.112 1.76917337367789e-266 0 ITPR2
GPHN 5.61100811052737e-259 0.845591278068975 0.184 0.069 1.48646826864091e-254 0 GPHN
DBI 7.09420040648833e-254 -0.872146783861067 0.339 0.517 1.87939557168689e-249 0 DBI
RBP4 1.39780359186928e-250 -1.387463837072 0.066 0.22 3.70306127558008e-246 0 RBP4
SGCZ 2.5635113651226e-249 0.811087892495285 0.126 0.037 6.7912543084828e-245 0 SGCZ
PDE7B 5.22813589403531e-242 0.845139266149837 0.202 0.083 1.38503776104783e-237 0 PDE7B
FSHB 5.89696214664068e-226 -1.13476720524528 0.637 0.721 1.56222321188805e-221 0 FSHB
COL25A1 1.026398054187e-204 0.701269836898849 0.108 0.033 2.71913372515219e-200 0 COL25A1
NRXN1 2.82949478987583e-203 0.735677992562725 0.256 0.129 7.49589759733905e-199 0 NRXN1
FTX 4.26602591865852e-201 0.710548877423083 0.329 0.185 1.13015558637102e-196 0 FTX
ATRNL1 6.07735681602997e-201 0.739074338755207 0.281 0.149 1.61001336770266e-196 0 ATRNL1
LSAMP 3.68699535949618e-193 0.708388332705084 0.396 0.25 9.76758810637729e-189 0 LSAMP
DLG2 1.26715388653961e-189 0.749226079208055 0.207 0.097 3.35694407622074e-185 0 DLG2
RPS4X 1.51037044043551e-186 -0.443165321236397 0.72 0.814 4.00127337080175e-182 0 RPS4X
PLEKHA5 1.45342101186251e-185 0.709871987683575 0.314 0.18 3.85040294462615e-181 0 PLEKHA5
DLGAP1 6.65658953322423e-185 0.75017536198299 0.214 0.103 1.76346369914176e-180 0 DLGAP1
RPS14 1.83786353471949e-182 -0.404880869700126 0.881 0.916 4.86886807617887e-178 0 RPS14
NBEA 6.5429337483492e-181 0.716290320934807 0.229 0.115 1.73335400861267e-176 0 NBEA
NAV3 9.72659602709738e-176 0.66920505000595 0.112 0.038 2.57676981949864e-171 0 NAV3
CACNB2 8.54436465657877e-175 0.684762482493326 0.218 0.108 2.26357308482085e-170 0 CACNB2
MIR7-3HG 7.02998480975979e-173 -0.701507427509526 0.45 0.58 1.86238357580156e-168 0 MIR7-3HG
SEZ6L 1.99507788974737e-172 0.514474267062814 0.551 0.4 5.28536034551872e-168 0 SEZ6L
SEMA3E 7.49590935037809e-168 0.555815479184552 0.447 0.302 1.98581630510216e-163 0 SEMA3E
RPS28 2.25251438046884e-167 -0.463531689103063 0.653 0.746 5.96736109673806e-163 0 RPS28
MAGI1 2.90428117427927e-160 0.710951343657103 0.174 0.081 7.69402168690063e-156 0 MAGI1
CNTN1 4.31800958175098e-156 0.563644782640844 0.458 0.32 1.14392709839747e-151 0 CNTN1
MDK 1.08032823965524e-151 0.443754631114458 0.611 0.466 2.86200557249466e-147 0 MDK
PEG10 4.78277363832251e-150 -0.628238541910686 0.799 0.839 1.2670523922644e-145 0 PEG10
RPL34 2.33477736065165e-148 -0.375223937314622 0.911 0.928 6.18529218383835e-144 0 RPL34
PRH1 9.6226461321408e-148 0.600866013670743 0.113 0.043 2.54923141332674e-143 0 PRH1
UBB 2.29638095165885e-147 -0.599477066174877 0.496 0.61 6.08357241713462e-143 0 UBB
MICOS10 8.53317079374339e-146 -0.38518535308087 0.772 0.834 2.2606076066785e-141 0 MICOS10
RPL3 6.33296610500044e-145 -0.348561331257939 0.866 0.896 1.67772938053672e-140 0 RPL3
RPL37A 6.97134814311046e-145 -0.335216016547731 0.962 0.961 1.84684955007282e-140 0 RPL37A
CITED1 2.36242544470303e-143 -0.826904194576743 0.222 0.349 6.25853748810727e-139 0 CITED1
GPC6 7.96276072444651e-143 0.606334607610191 0.117 0.046 2.10949457112037e-138 0 GPC6
ZBTB20 3.06460870740521e-141 0.585344149876566 0.385 0.257 8.11876138765788e-137 0 ZBTB20
UNC13C 2.36113099995687e-139 0.635213533105677 0.145 0.065 6.25510824508574e-135 0 UNC13C
RPS18 4.64247037066857e-139 -0.411984635563053 0.706 0.777 1.22988325059752e-134 0 RPS18
BEX1 5.53261707251969e-138 -0.495863368653346 0.596 0.696 1.46570091485192e-133 0 BEX1
ASTN2 2.56622487656681e-137 0.592236719557905 0.293 0.179 6.79844294300078e-133 0 ASTN2
NKAIN3 4.76566360555025e-137 0.627064797821571 0.126 0.053 1.26251960238237e-132 0 NKAIN3
RN7SK 8.05386814243069e-134 0.518975311609975 0.157 0.074 2.13363074829274e-129 0 RN7SK
SPINT2 1.27080469027971e-131 0.315127203697398 0.859 0.782 3.36661578548901e-127 0 SPINT2
RPL35 1.90488138830174e-131 -0.369550456726888 0.766 0.823 5.04641177388897e-127 0 RPL35
NRXN3 3.47299605032475e-131 0.597952237246616 0.204 0.109 9.20066113652032e-127 0 NRXN3
PCLO 3.43392019068464e-130 0.606915826322476 0.173 0.087 9.09714136916175e-126 0 PCLO
ATP8A2 6.51303774206815e-125 0.584068920563452 0.276 0.168 1.7254339586287e-120 0 ATP8A2
BEX3 1.09442516253208e-123 -0.420498441262486 0.673 0.761 2.89935114057999e-119 0 BEX3
ADCY2 9.6495353692577e-123 0.587167727117234 0.115 0.049 2.55635491002375e-118 0 ADCY2
RPL36 1.00027825255738e-122 -0.354305098243918 0.763 0.823 2.649937146675e-118 0 RPL36
RAMP1 1.86394652405639e-122 0.464098163301997 0.428 0.301 4.93796713153018e-118 0 RAMP1
GLUL 2.15408210197052e-122 -0.682462559704804 0.209 0.329 5.70659430454031e-118 0 GLUL
IMMP2L 3.41434636362539e-122 0.574487564430953 0.114 0.049 9.04528638651638e-118 0 IMMP2L
DPYD 6.51501254144215e-120 0.585516664201174 0.158 0.078 1.72595712247885e-115 0 DPYD
