p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
CGA 0 0.748758186117106 0.78 0.535 0 0 CGA
MT-ND5 0 0.533561171348034 0.974 0.89 0 0 MT-ND5
TMSB4XP4 0 0.514892736725809 0.825 0.643 0 0 TMSB4XP4
TMSB4X 0 0.513747834809763 0.946 0.806 0 0 TMSB4X
CHGB 0 0.403319215067562 0.95 0.858 0 0 CHGB
MT-ND4 0 0.325625916985654 1 1 0 0 MT-ND4
MT-RNR2 0 0.308467506001675 1 1 0 0 MT-RNR2
MALAT1 0 -0.894476358903118 0.715 0.808 0 0 MALAT1
FSHB 0 -1.22658674767918 0.637 0.728 0 0 FSHB
RBP4 0 -1.37823016889608 0.076 0.23 0 0 RBP4
PLD3 3.12090642072657e-302 0.477453601988286 0.804 0.647 8.26790528978883e-298 0 PLD3
SPARCL1 5.28033741415934e-295 0.461283429810374 0.752 0.562 1.39886698775909e-290 0 SPARCL1
RAMP1 3.93962259329826e-254 0.614587983408496 0.449 0.283 1.04368481741657e-249 0 RAMP1
DBI 1.33957400301587e-208 -0.676321026570928 0.385 0.518 3.54879944878963e-204 0 DBI
MDK 1.47227307879751e-191 0.456602672788562 0.606 0.456 3.90034584035037e-187 0 MDK
MT-ND4L 2.55835907308148e-169 0.347083291225641 0.806 0.695 6.77760485640745e-165 0 MT-ND4L
GPX3 1.9649675194484e-145 0.447125276614537 0.445 0.317 5.2055919525227e-141 0 GPX3
GLUL 1.00655806689889e-141 -0.658252232842233 0.226 0.334 2.66657363082855e-137 0 GLUL
NRG1 1.08289647709842e-140 -0.781487224874495 0.175 0.28 2.86880934712913e-136 0 NRG1
DIO2 4.86549129860868e-135 -0.715827360527596 0.054 0.136 1.28896595482741e-130 0 DIO2
TMEM130 2.66567106263222e-127 0.35528862712327 0.652 0.536 7.06189577912529e-123 0 TMEM130
MIR7-3HG 3.19398613034223e-127 -0.552094346642412 0.495 0.577 8.46150805650262e-123 0 MIR7-3HG
FTX 1.16740515032911e-123 -0.658001770091406 0.136 0.232 3.09268972425187e-119 0 FTX
SCG5 3.84961324325272e-121 0.266715953058587 0.87 0.798 1.01983954040251e-116 0 SCG5
FKBP2 6.25045067843924e-121 0.329745850488811 0.714 0.609 1.65586939373212e-116 0 FKBP2
SEMA3E 7.03200368690928e-119 0.396853790827004 0.415 0.299 1.86291841673601e-114 0 SEMA3E
RBP1 3.09909402259029e-118 0.374663232937662 0.603 0.49 8.21011988464619e-114 0 RBP1
UBB 3.19402555566719e-117 -0.486935263419524 0.533 0.608 8.46161250207352e-113 0 UBB
SERPINF1 1.34954522055262e-113 0.426990040927032 0.334 0.229 3.57521519828799e-109 0 SERPINF1
SPINT2 2.59341637033785e-111 0.25728897283251 0.852 0.778 6.87047864829904e-107 0 SPINT2
VGF 4.24857777402483e-111 0.466145104078283 0.202 0.12 1.12553322389466e-106 0 VGF
COX7A1 1.20125359471133e-108 0.319179943683972 0.678 0.57 3.18236102310927e-104 0 COX7A1
GRP 2.38697965004386e-99 0.418892534241841 0.129 0.068 6.32358648889619e-95 0 GRP
ELAPOR1 3.438536859896e-99 0.336660301999656 0.549 0.439 9.10937184923649e-95 0 ELAPOR1
NECAB1 1.46182535316455e-97 -0.627577491873635 0.154 0.238 3.87266772560353e-93 0 NECAB1
TMEM190 1.33411053776259e-95 0.397140032141792 0.226 0.145 3.53432563664064e-91 0 TMEM190
RIMS2 5.75371784371542e-93 -0.634733722015975 0.113 0.191 1.52427493115709e-88 0 RIMS2
LAMP5 1.93483748611803e-92 0.393762988489847 0.263 0.177 5.12577146822388e-88 0 LAMP5
PCOLCE2 4.23342043298653e-91 0.398039520498321 0.299 0.209 1.12151774110679e-86 0 PCOLCE2
EPCAM 1.46610493843361e-88 0.329356600803929 0.537 0.434 3.88400520289833e-84 0 EPCAM
CCND2 3.10075416145607e-87 -0.567637916760371 0.054 0.115 8.21451792452942e-83 0 CCND2
LY6H 9.23734030870166e-87 0.356899993653311 0.398 0.299 2.44715619458124e-82 0 LY6H
CDH12 1.77299650683539e-86 -0.592697559124101 0.138 0.215 4.69702234590832e-82 0 CDH12
AMIGO2 3.45939317538582e-85 0.400778563365536 0.252 0.171 9.16462440023212e-81 0 AMIGO2
LGALS3BP 3.87247936664842e-84 0.328923165029125 0.431 0.329 1.0258972338125e-79 0 LGALS3BP
PART1 2.63165560880571e-82 0.411824004518883 0.191 0.121 6.97178203884809e-78 0 PART1
ZFPM2 4.10055866623689e-82 -0.629733277994137 0.107 0.179 1.08632000185948e-77 0 ZFPM2
FXYD6 5.46327342595201e-82 -0.570733851059917 0.101 0.17 1.44733039600321e-77 0 FXYD6
TSPAN7 8.37733017112609e-82 -0.604612190858821 0.146 0.219 2.21932230893472e-77 0 TSPAN7
COL1A1 8.50847856822618e-81 -0.680880835928251 0.104 0.174 2.25406614229448e-76 0 COL1A1
SERPINI1 2.22946546909843e-80 0.378927925919099 0.273 0.19 5.90629992073557e-76 0 SERPINI1
SEZ6L 2.37658616949622e-78 0.306256480456115 0.504 0.402 6.29605208022939e-74 0 SEZ6L
ATP1B2 9.37148893117668e-78 0.323102035344056 0.367 0.273 2.48269484764733e-73 0 ATP1B2
ABHD14A 2.84767558463153e-77 0.349079114151472 0.292 0.209 7.54406215880584e-73 0 ABHD14A
MT-ND6 6.97571649131841e-77 0.294594819059138 0.505 0.404 1.84800681288007e-72 0 MT-ND6
ITM2C 8.27865122174703e-76 -0.514751995181235 0.17 0.243 2.19318028166522e-71 0 ITM2C
CITED1 1.60729339530752e-75 -0.587879102816949 0.273 0.344 4.25804166284867e-71 0 CITED1
DLGAP1 2.11721610515711e-75 -0.554277848755739 0.075 0.136 5.60892890578221e-71 0 DLGAP1
FOLR1 3.14830997557129e-75 0.373837493753362 0.145 0.087 8.34050278728346e-71 0 FOLR1
AGBL4 4.17148799348041e-75 -0.546453475190804 0.069 0.13 1.10511059923283e-70 0 AGBL4
FN1 2.44954129045538e-74 -0.556780169269814 0.129 0.199 6.4893247866744e-70 0 FN1
PITX1 1.15447711274092e-71 -0.330068282144385 0.524 0.587 3.05844076707325e-67 0 PITX1
COL1A2 3.02066614678693e-70 -0.666891084111897 0.171 0.24 8.00234875606793e-66 0 COL1A2
TUSC3 7.60678492736785e-70 0.322423386345801 0.383 0.293 2.01518946295829e-65 0 TUSC3
MACROD2 1.55774463848534e-69 -0.555116999280873 0.091 0.153 4.12677709627536e-65 0 MACROD2
ADRA2A 3.69665878718815e-69 -0.507777234293917 0.084 0.144 9.79318845901884e-65 0 ADRA2A
PEG10 3.76648922736518e-69 -0.483648643389217 0.845 0.828 9.97818326113584e-65 0 PEG10
SEC11C 1.27136469743467e-68 0.294686586849307 0.482 0.389 3.36809935644392e-64 0 SEC11C
CCN2 2.94889654478188e-68 -0.523287498310812 0.064 0.12 7.81221672643616e-64 0 CCN2
PAK3 1.37676916599042e-67 -0.492744061198234 0.19 0.261 3.64733687454183e-63 0 PAK3
IGSF1 1.34415346173386e-65 -0.402913044176592 0.398 0.463 3.56093135082535e-61 0 IGSF1
PCSK1N 4.16551268712156e-65 -0.430339600017995 0.824 0.811 1.10352762107224e-60 0 PCSK1N
TMEM9 7.60757533523152e-65 0.328193988311179 0.312 0.233 2.01539885780953e-60 0 TMEM9
COL3A1 6.14050463525601e-63 -0.573548653524397 0.088 0.145 1.62674248797202e-58 0 COL3A1
CTSV 1.51489253649271e-62 0.347914160241082 0.113 0.066 4.01325330767648e-58 0 CTSV
TSPAN33 3.88723043388107e-62 -0.473311101801795 0.151 0.215 1.02980508654377e-57 0 TSPAN33
VIM 2.50019293076011e-61 -0.557938882152609 0.12 0.182 6.62351111216967e-57 0 VIM
FAM155A 2.68929944822592e-59 -0.506112542545097 0.117 0.177 7.1244920982401e-55 0 FAM155A
FAM107A 3.14814120409661e-59 -0.42341239284853 0.237 0.305 8.34005567789275e-55 0 FAM107A
FGFR1 2.97457162141798e-58 0.30622343317053 0.306 0.23 7.8802351394605e-54 0 FGFR1
GDI1 1.90404424940803e-57 -0.438647305062556 0.301 0.362 5.04419402553176e-53 0 GDI1
IGFBP7 2.98079330317357e-57 -0.491605279286597 0.386 0.445 7.89671761876743e-53 0 IGFBP7
CD164 4.93492007188566e-57 0.313389555234299 0.351 0.272 1.30735902544395e-52 0 CD164
TSPAN1 5.70962006390287e-57 0.312154515664594 0.231 0.165 1.51259254732915e-52 0 TSPAN1
BGN 6.90199621266876e-57 -0.509650681111134 0.109 0.166 1.82847683666021e-52 0 BGN
COL4A1 7.58671962289786e-53 -0.509865339967146 0.061 0.107 2.0098737624981e-48 0 COL4A1
CTSB 1.54728414484994e-52 0.255753531765126 0.446 0.363 4.09906515653647e-48 0 CTSB
HMGN3 2.9658335718079e-52 0.309396553401383 0.338 0.265 7.85708629843349e-48 0 HMGN3
STXBP5L 6.53097546594475e-52 -0.446669493712023 0.063 0.109 1.73018602043808e-47 0 STXBP5L
CHID1 1.17729747595498e-51 0.281484700735169 0.282 0.212 3.11889647329993e-47 0 CHID1
PNMT 2.19760471747068e-50 0.308209148444457 0.181 0.126 5.82189441752332e-46 0 PNMT
CDHR1 3.16968286162481e-50 0.302196427288025 0.106 0.065 8.39712383701645e-46 0 CDHR1
EDIL3 1.80208651503491e-49 0.298750357238017 0.215 0.156 4.77408759563049e-45 0 EDIL3
SPARC 1.97379364288188e-49 -0.571672197691533 0.278 0.333 5.22897411872267e-45 0 SPARC
LGALS2 8.81385422258766e-49 0.325250846721214 0.182 0.129 2.33496626064792e-44 0 LGALS2
VMO1 1.15060873504261e-48 0.308531000709281 0.257 0.194 3.04819266087488e-44 0 VMO1
MGP 1.40608182889225e-48 -0.525035845907381 0.219 0.277 3.72499198110136e-44 0 MGP
IFI44 1.52570536102918e-47 -0.446105172047477 0.101 0.151 4.0418986424385e-43 0 IFI44
MUC5B 5.05338739737102e-47 0.298933353295288 0.121 0.078 1.33874338931153e-42 0 MUC5B
EMC10 9.48704627048951e-47 0.260886373135463 0.37 0.296 2.51330829797808e-42 0 EMC10
CASK 9.75580920316427e-47 -0.40822275947084 0.113 0.164 2.58450897410228e-42 0 CASK
PRLHR 1.33546510103013e-46 0.306245049050189 0.13 0.085 3.53791414564901e-42 0 PRLHR
SYTL4 4.63871075836378e-46 -0.399868797563288 0.097 0.145 1.22888725410573e-41 0 SYTL4
KCNA5 6.91377755464256e-46 0.277815346084611 0.266 0.203 1.83159794977591e-41 0 KCNA5
PITX2 5.78914788395325e-45 0.295106369214723 0.166 0.116 1.5336610574169e-40 0 PITX2
ROBO1 1.14362951264187e-44 -0.463569703630362 0.186 0.242 3.02970330489083e-40 0 ROBO1
H1-2 1.72753697203137e-44 -0.463234257958311 0.126 0.176 4.57659094630552e-40 0 H1-2
FAIM2 1.9434932742794e-44 0.272306470699138 0.211 0.154 5.14870238222099e-40 0 FAIM2
VKORC1 2.29432385864792e-43 0.259919119108402 0.294 0.228 6.07812276633007e-39 0 VKORC1
PDE4D 1.78391315893153e-42 -0.533528744031798 0.23 0.283 4.72594274064142e-38 0 PDE4D
HTRA1 1.32231889521241e-41 -0.381400556608888 0.075 0.118 3.50308721719673e-37 0 HTRA1
SDC4 4.05054044619174e-41 0.265653498226957 0.211 0.157 1.07306917500512e-36 0 SDC4
RPS4Y1 5.68865020044489e-41 0.250170405417425 0.282 0.22 1.50703721110186e-36 0 RPS4Y1
ECRG4 2.26629236139667e-40 0.272634283140417 0.393 0.327 6.00386172381206e-36 0 ECRG4
ENO2 4.31178392129098e-39 -0.298154332631144 0.314 0.367 1.14227779642841e-34 0 ENO2
NDUFA1 1.41289960069623e-37 -0.257360771960367 0.535 0.571 3.74305362216446e-33 0 NDUFA1
TCEAL3 2.2454633687594e-37 -0.370208620680309 0.209 0.259 5.94868155651739e-33 0 TCEAL3
RORA 2.53739564827935e-36 -0.38675915524339 0.085 0.126 6.72206855142165e-32 0 RORA
HSP90AA1 4.95216787633339e-35 -0.25552278004547 0.556 0.591 1.31192831379824e-30 0 HSP90AA1
SCD 7.27341636254129e-35 0.254499171552495 0.2 0.152 1.92687346276444e-30 0 SCD
EIF4G3 8.28798309679647e-35 -0.357513997170883 0.096 0.137 2.19565248200332e-30 0 EIF4G3
HLA-B 5.35530747273921e-34 -0.283204578918079 0.441 0.485 1.41872805567807e-29 0 HLA-B
GRID2 5.3628994451517e-34 -0.377254034236643 0.075 0.112 1.42073932100959e-29 0 GRID2
PTN 5.59827804289975e-34 -0.368006053101805 0.105 0.146 1.483095819125e-29 0 PTN
SMIM22 3.15683572370965e-32 0.253792756355252 0.145 0.105 8.3630891992516e-28 0 SMIM22
DLG2 7.56855321780252e-31 -0.368607407315042 0.087 0.125 2.00506111846024e-26 0 DLG2
RGS5 5.88695871017958e-29 -0.521384410297494 0.181 0.22 1.55957310150077e-24 0 RGS5
PRDX1 7.35724254273612e-29 -0.295446064767251 0.146 0.188 1.94908069442165e-24 0 PRDX1
RPS2 1.46098755222424e-28 -0.262782348639984 0.223 0.266 3.87044822335245e-24 0 RPS2
ZMYM3 3.16656673659085e-28 -0.327519535183441 0.07 0.103 8.38886859857648e-24 0 ZMYM3
MAP1B 1.10306971962639e-27 -0.26452440479897 0.38 0.42 2.92225230123424e-23 0 MAP1B
ZBTB20 5.40144904040095e-27 -0.294587967704258 0.247 0.288 1.43095187978302e-22 0 ZBTB20
NNAT 1.95463026992274e-25 -0.256322322839066 0.395 0.432 5.17820651107932e-21 0 NNAT
UBA1 2.30218420428874e-25 -0.307031101201155 0.195 0.233 6.09894639400173e-21 0 UBA1
MAGI1 6.45487739942024e-25 -0.316867283757662 0.073 0.104 1.71002612065441e-20 0 MAGI1
TAGLN 5.36336922137776e-24 -0.384612358272415 0.118 0.152 1.4208637741274e-19 0 TAGLN
KIAA1109 1.31712887706857e-23 -0.269896501155532 0.088 0.12 3.48933782113005e-19 0 KIAA1109
YWHAZ 1.3449947097521e-23 -0.258757169354002 0.171 0.209 3.56315998507527e-19 0 YWHAZ
PPM1L 1.42290176488869e-23 -0.292366098181625 0.096 0.129 3.76955135554312e-19 0 PPM1L
GSN 4.5022327335435e-23 -0.262258170101673 0.267 0.306 1.19273149577034e-18 0 GSN
NLGN1 5.85550507942002e-23 -0.332243792455449 0.092 0.123 1.55124040563995e-18 0 NLGN1
EPS8 1.98548224626234e-22 -0.287304492502849 0.088 0.119 5.25993956679819e-18 0 EPS8
HUWE1 2.20155593521341e-22 -0.265897535188646 0.17 0.206 5.83236198356737e-18 0 HUWE1
ATRX 2.19657554770201e-21 -0.278813536981089 0.173 0.21 5.81916794097216e-17 0 ATRX
ACSL4 1.14844894260104e-20 -0.264712856394443 0.077 0.104 3.04247093873868e-16 0 ACSL4
CYFIP2 3.09048527541342e-20 -0.273216126915807 0.091 0.12 8.18731359162523e-16 0 CYFIP2
TMSB10 1.17697972085482e-19 -0.298871826331964 0.226 0.259 3.11805467648858e-15 0 TMSB10
MIDN 1.63094572423848e-19 -0.263959210340877 0.169 0.203 4.32070141265259e-15 0 MIDN
USP11 1.92533195472031e-19 -0.256124117625802 0.175 0.208 5.10058941444504e-15 0 USP11
USP9X 3.64267134681727e-19 -0.252328973144611 0.093 0.121 9.65016493198832e-15 0 USP9X
TSC22D3 3.87223281312388e-17 -0.260677284226702 0.177 0.207 1.02583191685278e-12 0 TSC22D3
ITPR2 7.18798045170114e-17 -0.273854193795255 0.115 0.143 1.90423978126467e-12 0 ITPR2
ADGRL3 7.83812036515213e-17 -0.263833297048152 0.097 0.123 2.0764748471361e-12 0 ADGRL3
NRXN3 1.20380238469977e-15 -0.255924943345399 0.105 0.131 3.18911327754663e-11 0 NRXN3
CERS6 8.26279028616678e-15 -0.252165894371034 0.099 0.124 2.1889784026113e-10 0 CERS6
SYP 1.03333598275441e-14 -0.250942263616505 0.107 0.131 2.73751368551298e-10 0 SYP
RBP4.1 0 2.58657107627271 0.59 0.078 0 1 RBP4
FSHB.1 0 2.42732600578942 0.978 0.627 0 1 FSHB
CITED1.1 0 1.69966571748748 0.608 0.245 0 1 CITED1
PEG10.1 0 1.6617136088594 0.984 0.788 0 1 PEG10
TSPAN7.1 0 1.57413067442396 0.428 0.136 0 1 TSPAN7
MKX 0 1.54699904954711 0.211 0.02 0 1 MKX
PCSK1N.1 0 1.53877707433352 0.979 0.766 0 1 PCSK1N
H1-2.1 0 1.43581401681432 0.348 0.11 0 1 H1-2
MIR7-3HG.1 0 1.39944374259093 0.791 0.489 0 1 MIR7-3HG
FXYD6.1 0 1.3868436786583 0.342 0.099 0 1 FXYD6
DIO2.1 0 1.37723471944043 0.283 0.068 0 1 DIO2
GLUL.1 0 1.3628482578669 0.537 0.242 0 1 GLUL
BRINP3 0 1.34538363266504 0.157 0.009 0 1 BRINP3
CCND2.1 0 1.33810041820381 0.254 0.056 0 1 CCND2
XIST 0 1.29380687221079 0.149 0.009 0 1 XIST
GDI1.1 0 1.29167376942714 0.559 0.286 0 1 GDI1
NECAB1.1 0 1.27292004901611 0.394 0.167 0 1 NECAB1
ITM2C.1 0 1.26668427981889 0.412 0.172 0 1 ITM2C
TSPAN33.1 0 1.23758674279339 0.374 0.15 0 1 TSPAN33
UBB.1 0 1.22178011371467 0.793 0.532 0 1 UBB
ADRA2A.1 0 1.17132611293244 0.263 0.091 0 1 ADRA2A
MEIS2 0 1.1627804636125 0.15 0.022 0 1 MEIS2
IGSF1.1 0 1.11916876659153 0.648 0.389 0 1 IGSF1
KCNK1 0 1.09019711186537 0.162 0.033 0 1 KCNK1
TCEAL3.1 0 1.05203090570329 0.394 0.204 0 1 TCEAL3
FUNDC1 0 1.04585906151891 0.188 0.059 0 1 FUNDC1
FAM107A.1 0 1.03794622148609 0.444 0.243 0 1 FAM107A
IFI44.1 0 1.03641243356002 0.254 0.105 0 1 IFI44
PAK3.1 0 1.03189352248001 0.382 0.204 0 1 PAK3
PTN.1 0 1.02062354080091 0.252 0.103 0 1 PTN
SMIM10L2A 0 1.01251818665032 0.182 0.058 0 1 SMIM10L2A
